id,name,type,lat,lon,elevation,description,facilities,capacity
奇萊北峰,奇萊北峰,peak,24.117928,121.333866,3606.0,,,
屏風山,屏風山,peak,24.14926,121.342964,3248.0,,,
屏風避難山屋,屏風避難山屋,shelter,24.161007,121.325541,2057.0,,,
